,word1,word2,prediction
0,abandon,frost,0.45
1,abandon,railroad,0.508
2,abortion,religion,0.7502821095959595
3,abstract,candle,0.29599999999999993
4,abstract,frog,0.276
5,abstract,moon,0.3
6,abstract,rally,0.316
7,abuse,abuse,0.5486979229270145
8,abuse,disorder,0.610361859898628
9,accommodate,adjust,0.764
10,accommodation,accommodation,0.7680388945752303
11,accompany,walking,0.5529999999999999
12,account,explanation,0.6199953627272727
13,account,invoice,0.6266693674747476
14,act,improvement,0.24399999999999994
15,action,adjustment,0.39469071619357676
16,action,entrance,0.40329071619357676
17,activity,solo,0.38231007258640654
18,activity,variation,0.3266458546571136
19,actor,amateur,0.6157782525530356
20,ad,track,0.46799999999999997
21,add,increased,0.7190592447652946
22,add,string,0.36634595701125894
23,addition,segment,0.7189393780317948
24,admitting,confess,0.22699999999999995
25,adult,dentist,0.47387683996683955
26,advance,advance,0.475
27,advance,string,0.296
28,advice,recommendation,0.41879631525076766
29,advised,murder,0.47379999999999994
30,aerial,clown,0.476
31,africa,territory,0.5304542935167167
32,age,history,0.5416401939555224
33,agency,police,0.42910149111111107
34,aim,intending,0.45788062444444455
35,air,cold,0.289
36,air,plasma,0.28900000000000003
37,air,satellite,0.23499999999999996
38,aircraft,fleet,0.5624224857070707
39,aircraft,flight,0.9054809437832312
40,aircraft,yacht,0.5624224857070708
41,airplane,plane,0.6700735363589887
42,ale,bitter,0.8427801827777778
43,alley,street,0.7318726714431936
44,aluminum,component,0.5251261798822034
45,aluminum,imperative,0.47590671245796107
46,american,lobster,0.5095209825997953
47,ammunition,intolerable,0.37739999999999996
48,amount,number,0.36235939101010095
49,amounted,make,0.5359999999999999
50,amusement,athletics,0.7016195286363637
51,amusement,procedure,0.43561952863636366
52,anatomy,palm,0.4870513833838384
53,ancient,city,0.328
54,angel,asphalt,0.24800000000000005
55,angel,pod,0.21670092227272728
56,angrier,stormy,0.7226000000000001
57,animal,asia,0.5485875127942682
58,animal,flora,0.4681750841919192
59,animal,giraffe,0.4405875127942682
60,animal,mural,0.45599999999999996
61,animal,wild,0.454
62,animal,worm,0.5565875127942681
63,animal,zoo,0.48804298874104396
64,anniversary,marriage,0.5043971231215947
65,answering,counter,0.4547272727272727
66,anxiety,insecurities,0.5475875127942682
67,apartment,staircase,0.512
68,appliance,dryer,0.7829935720707071
69,appreciate,see,0.604
70,approach,avenue,0.3052441153087166
71,approach,merit,0.3052441153087166
72,approach,trench,0.30524411530871665
73,approval,encouragement,0.5635864892528147
74,approving,interaction,0.5413168884339815
75,aquarium,coin,0.5209286146535282
76,arch,brick,0.5720000000000001
77,arch,roof,0.588
78,architecture,urban,0.5880000000000001
79,area,space,0.3177274002223359
80,argument,evidence,0.5248266299494949
81,arm,bicycle,0.3961600621717172
82,arm,television,0.347486571895361
83,arrange,discard,0.3593642468133331
84,arrange,study,0.6132471533333334
85,arrangement,blizzard,0.2904666837256909
86,arrangement,room,0.6559999999999999
87,art,craft,0.5300276564430698
88,art,gem,0.5260276564430697
89,art,museum,0.7860235996727245
90,art,painting,0.7279959432296549
91,article,cup,0.3685897645854657
92,article,girl,0.6455353535353536
93,ash,bone,0.21620689655484543
94,ash,coil,0.3078131415151515
95,asphalt,crane,0.44236642784032754
96,asphalt,water,0.82
97,assets,exclude,0.7447288635858585
98,association,organization,0.6096317297850563
99,association,realtor,0.5152317297850563
100,asylum,dollar,0.37703275332650976
101,asylum,shelter,0.4021200948191743
102,athletics,racing,0.5367605266027539
103,athletics,swimming,0.6719999999999999
104,attempt,give,0.4024
105,attempt,initiate,0.3492
106,attitude,notice,0.3256530194472876
107,attitude,study,0.6526530194472876
108,attorney,lawyer,0.6205300203232428
109,auto,bright,0.25158620689030914
110,automobile,fabric,0.6700000000000002
111,automobile,racing,0.8423009211873081
112,autumn,foliage,0.5399999999999999
113,autumn,hat,0.5519999999999999
114,autumn,sunshine,0.688
115,autumn,winter,0.8235258620844419
116,award,citation,0.6078643678401952
117,baby,treat,0.6759877175025588
118,back,lumbar,0.225
119,back,shifting,0.35
120,bacon,bread,0.66
121,bacon,pepper,0.6
122,bacon,salad,0.6360000000000001
123,bacon,tomato,0.7
124,bacon,wild,0.62
125,bag,cop,0.268
126,bag,flag,0.35200000000000004
127,bakery,cake,0.5960000000000001
128,bakery,vehicle,0.528
129,balance,gauge,0.564
130,banana,salad,0.592
131,band,guitar,0.6359999999999999
132,band,metal,0.7
133,band,play,0.6274000000000001
134,band,uniform,0.482714416919192
135,band,vinyl,0.43600000000000005
136,bank,smell,0.5178085977482089
137,bankruptcy,enterprise,0.61487164790174
138,bar,diner,0.764
139,bar,ship,0.49102662994949486
140,bar,stair,0.472
141,bar,sushi,0.5599999999999999
142,barn,food,0.5596458546571136
143,barrel,gallon,0.5286490632960541
144,base,club,0.3965550745454546
145,baseball,born,0.5086651126767677
146,baseball,cactus,0.5086651126767677
147,baseball,game,0.44597338792221086
148,baseball,hockey,0.4766299064833596
149,baseball,season,0.4126651126767677
150,basket,dinner,0.4920000000000001
151,basketball,lesson,0.4167287974934607
152,basketball,squash,0.5157421035323553
153,bat,bats,0.45199999999999996
154,bath,bedroom,0.688
155,bath,floor,0.572
156,bath,hot,0.6
157,bath,sleep,0.724
158,bathroom,chamber,0.5
159,bay,curve,0.6728720538888888
160,bay,harbour,0.78
161,beach,cliff,0.6559999999999999
162,beach,pebble,0.484
163,bead,chess,0.39799999999999996
164,bead,gold,0.42399999999999993
165,bead,redhead,0.624
166,beam,column,0.5519999999999999
167,beard,hair,0.5
168,beat,meter,0.5944852838383838
169,bed,candy,0.5118556806550665
170,bed,floor,0.6479999999999999
171,bed,furniture,0.5778556806550664
172,bed,layer,0.5438556806550665
173,bed,pillow,0.6778556806550664
174,bed,relax,0.5149999999999999
175,bed,sitting,0.5768556806550664
176,bed,staircase,0.472
177,bedroom,canyon,0.368
178,bedroom,ceiling,0.528
179,bedroom,cell,0.553793103475327
180,bedroom,construction,0.528
181,bedroom,door,0.476
182,bedroom,downtown,0.38
183,bedroom,room,0.676
184,bedroom,stair,0.4640000000000001
185,bedroom,staircase,0.45600000000000007
186,beef,chicken,0.7507801827777778
187,beef,lamb,0.7347801827777778
188,beef,pepper,0.6467801827777777
189,beef,potato,0.7187801827777778
190,beer,patio,0.54
191,beer,wild,0.40800000000000003
192,being,characters,0.5552838442021824
193,believe,week,0.591
194,belly,black,0.44400000000000006
195,belly,dance,0.4271101490909091
196,belly,dark,0.45600000000000007
197,belly,field,0.327983165
198,belly,stripe,0.384
199,bench,game,0.583133561104029
200,benefited,get,0.8720000000000001
201,bent,double,0.7103499999999999
202,bent,inclination,0.764
203,berlin,germany,0.43494964717714524
204,berry,blossom,0.721010101010101
205,berry,bright,0.609010101010101
206,berry,dessert,0.6810101010101011
207,berry,ivy,0.625010101010101
208,berry,raspberry,0.736
209,berry,seed,0.6393425160606061
210,berry,sweet,0.7010101010101011
211,bias,prejudice,0.31165199590583414
212,bible,misty,0.5599999999999999
213,bicycle,green,0.4760000000000001
214,bigger,large,0.534
215,bike,chopper,0.572
216,bikini,ivy,0.4
217,bin,cup,0.7179090443329404
218,bird,cock,0.6903664278403274
219,bird,dragonfly,0.7580968366542085
220,bird,flamingo,0.5543664278403275
221,bird,goose,0.7
222,bird,insect,0.5977110232828282
223,bird,reptile,0.5439999999999999
224,bird,shade,0.404
225,bird,solid,0.5941240035979033
226,bishop,priest,0.5818507041290522
227,bishop,radical,0.3152155172521737
228,bishop,wine,0.38318755621723893
229,bit,curb,0.5519999999999999
230,bit,tool,0.6294094179255193
231,bitter,taste,0.5950671137878788
232,black,blue,0.616
233,black,bright,0.628
234,black,brown,0.6479999999999999
235,black,cigarette,0.47780000000000006
236,black,juvenile,0.3538
237,black,skirt,0.5519999999999999
238,black,white,0.74
239,blast,smashing,0.7081928374747475
240,blaze,pig,0.3591354042498246
241,blessing,patronage,0.49699357207070705
242,blizzard,rash,0.45019283747474753
243,block,hinder,0.5301310133060388
244,blonde,haircut,0.648
245,blonde,wig,0.492
246,bloom,flower,0.8047676767676768
247,bloom,friend,0.6599999999999999
248,bloom,plant,0.736
249,bloom,purple,0.5880000000000001
250,blossom,bud,0.632
251,blossom,cherry,0.6839999999999999
252,blossom,daisy,0.676
253,blossom,foliage,0.672
254,blossom,orange,0.670037037020202
255,blossom,petal,0.688
256,blossom,purple,0.584
257,blow,contact,0.7469999999999999
258,blow,swat,0.732
259,blowing,smoking,0.8800000000000001
260,blue,colour,0.732
261,blue,happy,0.5547842057070708
262,blue,report,0.41260081883316274
263,blue,shade,0.512
264,blue,skirt,0.6200000000000001
265,blues,rhythm,0.6765459263891732
266,blur,focus,0.7
267,blur,metro,0.64
268,board,deal,0.5785899032810706
269,boardwalk,park,0.45999999999999996
270,boast,complain,0.41641852610030705
271,boat,negro,0.7552558922222221
272,boat,shore,0.7959999999999999
273,bold,forward,0.694726597070707
274,bold,leader,0.8150000000000001
275,bone,skull,0.7477829610146598
276,book,building,0.2940040941658137
277,book,smoking,0.22799999999999998
278,booklet,reference,0.2978348484848485
279,boot,kick,0.5266596398989899
280,boot,punch,0.5266596398989899
281,bootleg,produce,0.41600000000000004
282,bootleg,whiskey,0.5051646904040404
283,born,construction,0.42600000000000005
284,born,mother,0.6900000000000001
285,born,subway,0.458
286,bottle,wine,0.47597543500511774
287,bound,line,0.3734
288,bound,skirt,0.41200000000000003
289,bowling,wheel,0.398
290,boxer,stair,0.236
291,boxing,hit,0.3887643737089183
292,boy,hand,0.40004912998976455
293,boy,live,0.488
294,bracelet,jewelry,0.6443636363636364
295,bracelet,mountain,0.476
296,brain,head,0.5780000000000001
297,brake,click,0.5456128805771778
298,branch,tea,0.4207110232828283
299,brass,executive,0.41200000000000003
300,brazil,nut,0.413109110412725
301,brazil,triple,0.5719446775844422
302,bread,bun,0.544
303,bread,cooking,0.671
304,bread,cover,0.491
305,bread,dessert,0.6180061412487206
306,bread,egg,0.7
307,bread,medicine,0.615
308,break,glittering,0.47341077444444435
309,break,scattered,0.3391607744444444
310,breakfast,diner,0.724
311,breakfast,evening,0.624
312,breakfast,lunch,0.596
313,breakfast,makeup,0.6759999999999999
314,breakfast,morning,0.5999999999999999
315,breakfast,people,0.516
316,breakfast,relax,0.44000000000000006
317,brick,cement,0.6559999999999999
318,brick,construction,0.6559999999999999
319,brick,skyscraper,0.528
320,bride,photographer,0.8056876457070707
321,bright,dark,0.66
322,bright,fruit,0.548
323,bright,mist,0.644
324,bright,raspberry,0.6839999999999999
325,bright,shade,0.5840000000000001
326,bright,sky,0.792
327,bring,presenting,0.46531014909090906
328,bring,return,0.43660000000000004
329,broadcast,packet,0.5039999999999999
330,bronze,sculpture,0.54
331,bronze,suspicion,0.5538000000000001
332,brown,green,0.64
333,brown,hawk,0.604
334,brown,purple,0.676
335,brown,white,0.756
336,brussels,sweden,0.5984912293221056
337,bucket,water,0.692
338,bud,flower,0.6199999999999999
339,bud,ivy,0.568
340,budget,fund,0.57795
341,budget,scale,0.3232400192424242
342,bug,insect,0.4579694820707071
343,building,cafe,0.442
344,building,construction,0.7120000000000001
345,building,downtown,0.648
346,building,floor,0.7
347,building,ministry,0.534
348,building,tall,0.608
349,building,zombie,0.48199999999999993
350,burger,cooking,0.8039999999999999
351,burger,dessert,0.78
352,burger,salad,0.6839999999999999
353,burger,soup,0.808
354,burn,fire,0.8376752136868687
355,burn,ripple,0.5676752136868688
356,bus,rail,0.5986896551526456
357,business,railway,0.4724612794444444
358,butter,stick,0.28151515151515155
359,butterfly,caterpillar,0.42258761530303024
360,butterfly,dragonfly,0.7700968366542084
361,butterfly,glittering,0.516
362,button,sticker,0.244
363,cafe,child,0.348
364,cafe,coffee,0.392
365,cafe,dinner,0.744
366,cafe,donut,0.44800000000000006
367,cafe,lunch,0.592
368,cafe,pub,0.4640000000000001
369,cafe,reflection,0.252
370,cafe,relax,0.46799999999999997
371,cafe,shop,0.728
372,cafe,spiral,0.356
373,cake,christmas,0.49855831035353537
374,call,meeting,0.41335
375,call,statement,0.5125683095959597
376,call,telephone,0.4451729273285568
377,camel,desert,0.553
378,camp,camp,0.7141414141414141
379,campaign,conspiracy,0.43347942872889583
380,can,sketch,0.46799999999999997
381,candidate,republic,0.6124912293221056
382,canine,dog,0.6799999999999999
383,canyon,landscape,0.74
384,canyon,river,0.564
385,car,insurance,0.44998567041965193
386,car,pig,0.41752302968270216
387,car,skull,0.5714626407369499
388,card,playing,0.6285544879705964
389,card,see,0.4925544879705964
390,carrier,carrier,0.7588
391,carrier,traveler,0.6700632996464646
392,carrier,vehicle,0.5747253690542714
393,carrot,memorial,0.42400000000000004
394,carrot,salad,0.596
395,cart,wagon,0.4640000000000001
396,cartoon,wit,0.5952
397,case,clients,0.47756452963617757
398,cast,cast,0.5684761842702074
399,cast,shoot,0.48579216567687256
400,castle,patio,0.52
401,castle,ruin,0.492
402,cat,garden,0.548
403,catch,catching,0.666
404,catch,hooks,0.358
405,catching,perceive,0.37499999999999994
406,catching,playing,0.4499999999999999
407,category,flavor,0.5188955987717503
408,catering,loan,0.5631210201812908
409,caterpillar,paint,0.6319959432296549
410,cathedral,step,0.4882068965548454
411,cattle,goat,0.7707801827777778
412,cattle,web,0.41600000000000004
413,cautious,film,0.7316503233901968
414,ceiling,marble,0.6599999999999999
415,ceiling,mug,0.6199999999999999
416,ceiling,room,0.608
417,ceiling,staircase,0.636
418,ceiling,wall,0.66
419,cell,membrane,0.6662202677236542
420,cemetery,grave,0.38727103377686795
421,cemetery,memorial,0.38727103377686795
422,center,center,0.317711361310133
423,center,refer,0.26537110232323224
424,century,period,0.48561364975202376
425,century,temperature,0.48561364975202376
426,ceramic,floor,0.6599999999999999
427,chance,fortune,0.6019288709401183
428,chance,opportunity,0.5277185261003071
429,chance,ring,0.31952235048939776
430,change,laundering,0.5707789196464648
431,change,transforming,0.6497789196464647
432,change,yielding,0.5929789196464647
433,channel,sound,0.4720000000000001
434,chaos,death,0.4490514035477422
435,chapel,porch,0.576
436,chapel,ruin,0.52
437,charcoal,fuel,0.3577575757575757
438,charge,damage,0.8299068950505051
439,charge,sentence,0.5920281071717172
440,checked,checked,0.6036
441,cheer,musician,0.7
442,cheese,food,0.6596458546571136
443,cheetah,flame,0.6757575757575758
444,chemical,intermediate,0.5589053778787878
445,chemistry,patient,0.4829416581371545
446,cherry,fruit,0.612
447,cherry,grape,0.5239999999999999
448,cherry,lamb,0.524
449,cherry,meat,0.5239999999999999
450,cherry,orange,0.5599999999999999
451,cherry,raspberry,0.708
452,chess,family,0.33999999999999997
453,chess,toy,0.18862626262626261
454,chicken,lamb,0.632
455,chicken,poultry,0.632
456,chief,guru,0.5850073694984647
457,child,lad,0.7134459317478263
458,child,street,0.6671238485158648
459,chile,plate,0.5177660868154937
460,chocolate,rock,0.39199999999999996
461,choice,option,0.5257656565656565
462,chopper,poppy,0.352
463,chord,play,0.5409782802435821
464,christmas,valentine,0.6267801827777777
465,church,porch,0.41200000000000003
466,church,temple,0.4366681034621266
467,circle,oval,0.596
468,circle,sport,0.6128505747455906
469,city,round,0.4910747185261003
470,city,ruin,0.45199999999999996
471,city,sidewalk,0.5839999999999999
472,city,square,0.54
473,city,urban,0.48
474,class,sex,0.29632832154673655
475,cliff,coast,0.528
476,cliff,harbour,0.6960000000000001
477,cliff,waterfall,0.44799999999999995
478,clinic,session,0.4931983623336745
479,clock,timer,0.48600000000000004
480,close,short,0.6084462474534866
481,closed,closed,0.6924462474534867
482,closed,state,0.37499999999999994
483,closed,up,0.355
484,closing,closing,0.366
485,closing,finale,0.512
486,clothes,short,0.236
487,cloud,energy,0.756
488,club,hockey,0.3572667385353535
489,club,shirt,0.43200000000000005
490,clubhouse,pop,0.4069999999999999
491,clue,parish,0.40571277309248854
492,coast,scenery,0.6080000000000001
493,coast,sunk,0.6385762538382804
494,coast,zebra,0.5905762538382804
495,coat,resurfacing,0.38428933782828284
496,coat,roof,0.5700000000000001
497,cock,penis,0.648
498,cocktail,garage,0.568
499,cocktail,restaurant,0.768
500,coffee,meeting,0.5555897645854657
501,coffee,tea,0.5095999999999999
502,coin,gold,0.6923751803535353
503,coin,silver,0.7013751803535354
504,coin,ticket,0.5705680178282828
505,cold,mist,0.528
506,cold,rain,0.6599999999999999
507,cold,silver,0.484
508,cold,sunny,0.6399999999999999
509,cold,sunshine,0.532
510,cold,water,0.6799999999999999
511,cold,weather,0.7757239057070707
512,cold,winter,0.588
513,coldness,cool,0.583
514,collage,exhibition,0.7399959432296549
515,collage,paint,0.6039959432296549
516,collage,sculpture,0.6319999999999999
517,collage,stream,0.5441027668181818
518,collapse,shock,0.6612794612626263
519,collar,tiger,0.6381439466831571
520,collect,collect,0.5111189940631256
521,collect,scrape,0.43405000000000005
522,collection,library,0.4540040941658138
523,collection,packet,0.5080000000000001
524,color,quality,0.712390804583482
525,color,wash,0.6763908045834819
526,colorful,outfit,0.42000000000000004
527,colorful,shot,0.5519999999999999
528,colorful,toy,0.28062626262626267
529,colorful,wood,0.362
530,colors,emblem,0.804
531,colour,grey,0.744
532,colour,shade,0.7080000000000001
533,comfort,relief,0.5786
534,comment,mention,0.5571999999999999
535,commercial,manufacture,0.18748311156601843
536,commitment,guarantee,0.5149999999999999
537,communication,theater,0.4258096212896622
538,compact,short,0.2955862068903091
539,company,distributor,0.5193228222005624
540,compartment,stalls,0.4880000000000001
541,compatible,software,0.6757786048819826
542,competes,race,0.44420880245649946
543,compound,enhance,0.42330578510101013
544,compound,whole,0.5615057851010101
545,computer,lab,0.4975776867963152
546,computer,number,0.4975776867963152
547,computer,platform,0.5989776867963152
548,computer,railway,0.49757768679631525
549,concentration,focus,0.7563670033838383
550,concert,jazz,0.7340000000000001
551,concert,sing,0.72
552,concerts,settle,0.50665
553,conclusion,judgment,0.5724
554,conclusion,situation,0.4517185261003071
555,concoct,request,0.5008419191919191
556,concrete,interior,0.6679999999999999
557,concrete,pin,0.45372413795704525
558,cone,palm,0.576
559,congress,sex,0.2887336745138178
560,connection,keyboard,0.6672794268167861
561,consequences,position,0.5377389818181818
562,consistency,phase,0.40599999999999997
563,construction,downtown,0.4999999999999999
564,construction,interior,0.520985088989899
565,contact,print,0.4987144169191919
566,control,driving,0.6683009211873081
567,cooking,dessert,0.7601414141414142
568,cooking,eat,0.78
569,cooking,food,0.7841414141414141
570,cooking,frozen,0.612
571,cooking,salad,0.6601414141414141
572,cool,cool,0.504
573,cool,jazz,0.47107988979797977
574,cool,state,0.37499999999999994
575,cop,dirty,0.348
576,cop,music,0.7030804597663
577,cop,ruin,0.45200000000000007
578,cord,eclipse,0.4108289824747475
579,corn,pepper,0.5502282456706464
580,cost,price,0.4103157844754608
581,costume,halloween,0.62637931035055
582,costume,radiation,0.5023793103505498
583,cottage,patio,0.58
584,council,minister,0.404400453812175
585,count,investigation,0.22625281473899697
586,count,number,0.47000000000000003
587,counter,furniture,0.5235765995081751
588,counter,negative,0.5654194674242424
589,couple,family,0.4919999999999999
590,couple,makeup,0.42000000000000004
591,couple,race,0.324
592,cousin,relation,0.5765166781818182
593,cover,feather,0.29633333333333334
594,cover,sleeve,0.2444500561111111
595,covering,skin,0.5449535994541111
596,cowboys,ranch,0.3302
597,crack,cracking,0.8578104858080808
598,cracking,noise,0.565030303030303
599,cracking,sound,0.623030303030303
600,craft,game,0.466131637063625
601,crane,stair,0.38
602,crash,swing,0.3324586206860137
603,creation,stitch,0.5156499999999999
604,credit,flap,0.5279918116683725
605,credit,foundation,0.3999918116683725
606,crew,unit,0.43818480422515843
607,critic,reviewers,0.6914603889457523
608,crochet,family,0.529
609,crochet,jewelry,0.6359999999999999
610,crochet,knitting,0.279783487020202
611,cross,mug,0.34299999999999997
612,cross,post,0.33899999999999997
613,cross,pub,0.4789999999999999
614,cross,shopping,0.40700000000000003
615,crush,push,0.3924933332123176
616,crush,split,0.49483821550505047
617,crystal,spiral,0.304
618,cube,dice,0.5930926870153533
619,cup,handbag,0.3457428182538796
620,curb,smother,0.612
621,curb,train,0.5434626407369498
622,current,flow,0.32254633287878787
623,cut,gore,0.3656000962121212
624,cute,fashion,0.42000000000000004
625,cute,friend,0.496
626,cute,fun,0.42400000000000004
627,cute,haircut,0.5880000000000001
628,cylinder,pen,0.5267258282539455
629,daisy,foliage,0.656
630,daisy,grass,0.6727676767676767
631,daisy,petal,0.688
632,dance,hotel,0.4201166837256909
633,dandelion,foliage,0.556
634,dandelion,grass,0.516
635,dandelion,petal,0.744
636,danger,status,0.5161065197474748
637,dark,flamingo,0.336
638,dark,pod,0.33599999999999997
639,dark,white,0.484
640,dashboard,protection,0.29895128623374345
641,daughter,graphic,0.7792229992424243
642,daughter,pub,0.6456438075742067
643,dawn,day,0.666
644,day,glide,0.5969999999999999
645,day,horse,0.5105903479292928
646,day,independence,0.6519999999999999
647,day,night,0.616
648,day,sunny,0.708
649,day,sunset,0.664
650,day,weather,0.592
651,dead,sidewalk,0.484
652,deaf,people,0.27799999999999997
653,death,funeral,0.23131312131141782
654,decision,option,0.35016565656565657
655,decoration,tulip,0.44400000000000006
656,defeat,ending,0.5239733879222108
657,defeated,people,0.426
658,degree,quantity,0.46618533156565656
659,demand,supply,0.583
660,demolition,interior,0.45200000000000007
661,demolition,skyscraper,0.584
662,demolition,tall,0.536
663,desert,mountain,0.4166060606060606
664,deserve,merit,0.5800000000000001
665,deserve,want,0.679
666,design,graphic,0.5115999999999999
667,design,orange,0.38318620689030913
668,designation,recognition,0.4600906888936963
669,designs,intend,0.4533862068903091
670,dessert,head,0.44800000000000006
671,dessert,salad,0.608
672,determination,selection,0.6866490996969696
673,development,twist,0.586968219037871
674,diamond,parade,0.4166652654545455
675,diamond,short,0.5439821370247608
676,diamond,stencil,0.3709793587878788
677,difficulty,problem,0.5302622708023428
678,digit,toe,0.7034453627272728
679,dilute,market,0.494811433110711
680,dinner,sitting,0.52
681,dinner,sleep,0.6119999999999999
682,direction,direction,0.30326472047610187
683,direction,traveling,0.3651455297979798
684,dirt,racing,0.5515151515151515
685,dirt,road,0.6795151515151515
686,dirt,sand,0.6075151515151515
687,dirty,dude,0.356
688,dirty,rabbit,0.31999999999999995
689,dirty,washing,0.44800000000000006
690,discharge,spread,0.6363483801515152
691,discipline,discipline,0.45831893551688835
692,disk,dot,0.537966329949495
693,display,stick,0.43575757575757573
694,dissipate,isolate,0.766
695,distinction,sword,0.7017165594949495
696,distinguish,medal,0.5054056795388281
697,distinguish,sex,0.3153283215467365
698,disturbance,upset,0.7949999999999999
699,diversion,skiing,0.741338842979798
700,dock,herb,0.632
701,dog,husky,0.5800000000000001
702,dog,secretary,0.31108876646464645
703,doll,new,0.516
704,dome,interior,0.5200000000000001
705,dome,uniform,0.4743793103505499
706,donut,panda,0.5427550812051523
707,door,interior,0.5880000000000001
708,door,porch,0.5638348704545455
709,door,room,0.6040000000000001
710,downtown,field,0.66
711,downtown,hockey,0.5872359963131313
712,downtown,ruin,0.68
713,downtown,shopping,0.7000000000000001
714,downtown,subway,0.744
715,drag,drawing,0.48299999999999993
716,dragon,drop,0.32
717,dragonfly,frog,0.26400000000000007
718,dragonfly,insect,0.26400000000000007
719,draw,draw,0.5113501683333334
720,draw,entertainer,0.3488444444444444
721,dress,match,0.48
722,dress,neckline,0.6940000000000001
723,dress,outfit,0.748
724,dressing,patch,0.48078612207070703
725,drill,implement,0.4646149292544172
726,drink,turn,0.4009973918158556
727,dripping,hot,0.624
728,dripping,round,0.5350747185261003
729,dripping,wet,0.46499999999999997
730,drive,drive,0.438
731,drive,operate,0.262
732,drop,drop,0.37900000000000006
733,drop,measure,0.276
734,drop,sink,0.3243921028282828
735,dropping,dropping,0.635
736,drought,time,0.4938628454452405
737,drug,reflection,0.3050437710606061
738,drug,sing,0.564
739,drug,wolf,0.4234651274747475
740,dude,fun,0.392
741,dude,hanging,0.284
742,dude,sitting,0.272
743,dude,smile,0.388
744,dusk,hummingbird,0.632
745,dusk,misty,0.704
746,dye,kiss,0.5680000000000001
747,eagle,feather,0.7670976430808081
748,ear,organ,0.7189384319191918
749,earn,make,0.429
750,ease,relaxation,0.596
751,ease,rest,0.8085999999999999
752,east,israel,0.8230511770726714
753,easter,preference,0.716
754,eat,rabbit,0.728
755,eat,soup,0.708
756,eat,truck,0.512
757,educated,learned,0.7
