,word1,word2,prediction
758,effects,effects,0.7423670033838384
759,egg,lego,0.36224155578300926
760,egg,nest,0.42753955644936636
761,egg,white,0.52
762,eight,movement,0.5776046593939395
763,element,mixture,0.6598948377272726
764,element,situation,0.4033342086255596
765,elephant,giraffe,0.5
766,emission,gum,0.6093622002658241
767,endeavor,worst,0.40871852610030707
768,enemy,strike,0.4729764309595959
769,enforcing,execute,0.47074999999999995
770,engine,gasoline,0.444866812330587
771,engineering,technology,0.6948363636363636
772,english,french,0.536060851947419
773,enhanced,increased,0.7781670033838384
774,enjoy,suffering,0.72
775,enterprise,industry,0.47197486941851785
776,entrance,registration,0.4237891504605936
777,equipment,seat,0.3209409757761855
778,escalator,railway,0.5559999999999999
779,escalator,redhead,0.5559999999999999
780,establishment,establishment,0.6663861806060606
781,evaluate,forecast,0.44263843398157626
782,evening,fun,0.44799999999999995
783,evening,night,0.62
784,evening,time,0.6
785,event,influence,0.582275685687582
786,evidence,format,0.5302415557830092
787,evidence,record,0.5222415557830092
788,evil,worst,0.41501056031541905
789,evolution,publicity,0.46444273791848883
790,examination,quiz,0.46012121212121215
791,executive,organization,0.6819177488888889
792,exhibit,parade,0.5305675692441302
793,exhibition,painting,0.6679999999999999
794,exhibition,soup,0.6040000000000001
795,expect,think,0.57765
796,expectation,possibility,0.4741943067171717
797,expedition,mystery,0.3897679662541484
798,explosion,stencil,0.40199999999999997
799,express,mail,0.5821133069696969
800,extending,increase,0.7431771043939394
801,extort,school,0.616
802,eye,face,0.46399999999999997
803,eye,lip,0.655620266120778
804,eye,sky,0.6540000000000001
805,fabric,lace,0.5563001442929293
806,fabric,sail,0.3408350168181818
807,face,stop,0.32
808,face,tear,0.484
809,fair,midway,0.3815564338888889
810,family,town,0.6839999999999999
811,fantasy,fiction,0.4712094321336009
812,fantasy,recycling,0.22665285141738387
813,farm,wind,0.4911453536363636
814,farmer,individual,0.6687979551793781
815,fashion,handwriting,0.2883636363636363
816,fashion,outfit,0.5239999999999999
817,fauna,toy,0.36296403130589416
818,fbi,investigation,0.3330528147389969
819,fear,fear,0.6775168884339815
820,feather,flamingo,0.516
821,feather,grey,0.696
822,feather,hummingbird,0.632
823,feather,mallard,0.616
824,feather,nest,0.6599999999999999
825,feather,sunflower,0.4680000000000001
826,feedback,flow,0.4373794306245153
827,feel,friend,0.45200000000000007
828,feel,stop,0.42400000000000004
829,feel,tear,0.496
830,feline,kitten,0.7170583418628454
831,feline,kitty,0.7050583418628454
832,feline,nut,0.6530583418628455
833,feline,pumpkin,0.5530583418628454
834,feline,reptile,0.518
835,female,old,0.504
836,female,square,0.49800000000000005
837,festival,gate,0.544
838,festival,music,0.6910804597663
839,fiction,romance,0.7247704386630378
840,field,handle,0.30999999999999994
841,field,play,0.524
842,field,science,0.4294509723643808
843,fighting,resist,0.7289167431818182
844,filing,formations,0.4568112029292929
845,filled,filled,0.852
846,find,occurrence,0.44559999999999994
847,fine,precise,0.6399999999999999
848,finger,toe,0.54
849,fingerprint,football,0.4986980552712385
850,fire,flame,0.80074608153973
851,fish,fishing,0.7433879222108495
852,fishing,shore,0.765
853,fishing,word,0.278
854,five,month,0.2506197720014793
855,flame,peacock,0.48
856,flame,reaction,0.2511412241503704
857,flat,housing,0.6532
858,fleet,travel,0.5566613965656565
859,flight,plane,0.7714809437832312
860,flight,shoot,0.5820367309595961
861,flood,flood,0.4727308085977483
862,flood,line,0.5927308085977482
863,floor,interior,0.6558348704545455
864,floor,stair,0.552
865,flour,garlic,0.5990061412487206
866,flower,foliage,0.624
867,flower,garden,0.6318348704545454
868,flower,lily,0.6078348704545455
869,flower,petal,0.688
870,flower,spring,0.6719999999999999
871,flower,yellow,0.6078348704545455
872,flush,good,0.688
873,flyer,justice,0.35322462722222225
874,fog,mist,0.72
875,fog,sunny,0.5760000000000001
876,foliage,fruit,0.704
877,foliage,garden,0.6200000000000001
878,foliage,moss,0.692
879,foliage,pink,0.628
880,foliage,purple,0.592
881,foliage,violet,0.66
882,followed,tailgate,0.7134700854545455
883,follower,planet,0.5670051177072672
884,follower,satellite,0.4914509723643808
885,food,medium,0.4486202661207779
886,foot,mural,0.31378649237373735
887,foot,outdoor,0.32178649237373735
888,foot,toe,0.5217864923737372
889,football,justice,0.7731566018423746
890,footprint,scooter,0.42000000000000004
891,ford,valley,0.5359999999999999
892,foreign,nation,0.3959795291709314
893,forest,frog,0.4346939611054247
894,forest,ground,0.4681351546565919
895,format,packaging,0.6208238547101954
896,formation,perceive,0.8083670033838384
897,formation,perform,0.49182022167731565
898,forward,player,0.5740206896645363
899,forward,position,0.35917016318181816
900,forward,transport,0.3458348704545454
901,foundation,support,0.6947801827777779
902,fountain,marble,0.6520000000000001
903,free,skin,0.43570780819148497
904,frost,lily,0.488
905,frost,weather,0.732
906,frozen,shop,0.7
907,frozen,soup,0.6200000000000001
908,fruit,orange,0.618037037020202
909,fruit,product,0.5494844092929293
910,fruit,strawberry,0.652
911,fruit,sunflower,0.4680000000000001
912,fun,haircut,0.476
913,fun,happy,0.4600000000000001
914,fungi,insect,0.6039999999999999
915,fungi,mushroom,0.5484195636148036
916,furnish,impress,0.6316499999999999
917,furnishing,jumper,0.48799208464294486
918,gallery,journal,0.6310276730147111
919,gamble,pyramid,0.3228581036760646
920,game,playoff,0.5999140225179119
921,garage,kitchen,0.6519999999999999
922,garage,opener,0.5170458583401725
923,garbage,lunch,0.5098198653030303
924,gardens,sink,0.52
925,gardens,tend,0.48
926,gas,neon,0.5837575757575758
927,gas,sewer,0.6626605451602514
928,gasoline,town,0.45199999999999996
929,gauge,meter,0.6215946477777778
930,gem,quartz,0.7121758550170819
931,germany,worst,0.45435496959270305
932,get,regained,0.4796
933,get,start,0.834
934,giraffe,mist,0.633
935,giraffe,zebra,0.341
936,giraffe,zoo,0.32345547594677587
937,girl,sexy,0.492
938,glove,wear,0.754993572070707
939,goose,outfit,0.38
940,government,immunity,0.28955172414625446
941,governor,office,0.46256574470126033
942,graduate,graduate,0.3738085977482088
943,grape,wine,0.47597543500511774
944,graphic,roof,0.628
945,grass,ski,0.5136014692424243
946,grass,skull,0.636
947,grass,stop,0.316
948,grave,memorial,0.46799999999999997
949,grave,santa,0.376
950,grave,shore,0.492
951,graveyard,ruin,0.29600000000000004
952,gray,property,0.4128329604643673
953,greater,greater,0.8143670033838383
954,greater,large,0.534
955,green,number,0.47000000000000003
956,green,yellow,0.7040000000000001
957,greeting,receptions,0.5867708222795665
958,grey,pink,0.632
959,grey,rusty,0.4640000000000001
960,grey,white,0.692
961,guardian,livestock,0.5730027782368821
962,gulf,ms,0.7913406374770642
963,gun,picture,0.3174631641462544
964,guy,idea,0.352
965,guy,kid,0.284
966,guy,kiss,0.368
967,guy,people,0.3
968,guy,poodle,0.576
969,guy,sitting,0.308
970,guy,smile,0.32
971,guy,stand,0.33199999999999996
972,guy,tear,0.352
973,hail,judge,0.49182335630650476
974,hair,redhead,0.492
975,hair,stencil,0.324
976,hair,wig,0.288
977,hand,left,0.32
978,handle,shop,0.561556433888889
979,handle,terrier,0.6880000000000001
980,hanging,smile,0.352
981,happy,licking,0.552
982,happy,mom,0.4760000000000001
983,happy,post,0.23199999999999998
984,happy,sleep,0.472
985,happy,stand,0.32461835747474754
986,happy,stop,0.22400000000000003
987,happy,time,0.45849451030303034
988,harbor,sea,0.812
989,harbor,sunk,0.7040000000000001
990,harbour,ship,0.784
991,harbour,shore,0.6960000000000001
992,hard,zoo,0.4634554759467758
993,hat,jacket,0.5804803591414143
994,hat,jean,0.6439999999999999
995,hat,peel,0.5479999999999999
996,hat,role,0.422
997,health,welfare,0.7351407749446874
998,heart,wing,0.48318541740148957
999,heater,stove,0.7365878725845973
1000,heel,stack,0.4295185185353535
1001,held,nest,0.554300778903239
1002,helix,spiral,0.29000000000000004
1003,highway,road,0.606681359040404
1004,hill,horizon,0.5439999999999999
1005,hill,mountain,0.536
1006,hill,scenery,0.62
1007,history,recital,0.3007265903663037
1008,hit,tourist,0.37699999999999995
1009,hockey,ice,0.5460307422222221
1010,hockey,play,0.5336195286363636
1011,holiday,travel,0.5974415793434342
1012,home,smoking,0.557
1013,honest,sincere,0.643
1014,hood,protection,0.5193650793434343
1015,hope,psychology,0.5838188331627431
1016,horizon,sky,0.768
1017,horizontal,surface,0.48264879087704066
1018,hostility,war,0.6252700949089631
1019,hot,hot,0.49799999999999994
1020,hot,sunny,0.438
1021,hotel,kill,0.6126724667349027
1022,hotel,library,0.288
1023,hotel,oak,0.5526724667349028
1024,house,staircase,0.532
1025,house,windmill,0.46799999999999997
1026,housing,vault,0.548
1027,hummingbird,rodent,0.5720000000000001
1028,husky,painting,0.5819553752546514
1029,image,visualize,0.5536386898669396
1030,impressive,striking,0.724
1031,industrial,lake,0.41200000000000003
1032,information,target,0.5749102620857933
1033,infrastructure,structure,0.6770101010101011
1034,initial,letter,0.4839209848647167
1035,injury,wrong,0.411714416919192
1036,ink,liquid,0.5240696008188331
1037,ink,organ,0.5327777777777778
1038,insect,lizard,0.36
1039,installation,zoo,0.3114554759467758
1040,instruction,lesson,0.699970177979798
1041,interest,lien,0.5036522366666667
1042,interior,object,0.17482906857727737
1043,interior,paint,0.544
1044,interior,roof,0.6839999999999999
1045,interior,staircase,0.484
1046,interior,tall,0.41600000000000004
1047,interpretation,twist,0.62135
1048,intrigue,romance,0.4510387931153482
1049,inventory,listing,0.5932455987717502
1050,invite,requests,0.4871919191919192
1051,ipod,rope,0.4971646904040405
1052,iron,robust,0.6077575757575758
1053,israel,israeli,0.7249661525564968
1054,israel,terror,0.670474923234391
1055,issue,up,0.5229999999999999
1056,ivy,oak,0.6399999999999999
1057,jaguar,storm,0.6644691162567848
1058,jamaica,queens,0.5965946775844422
1059,jazz,play,0.6434000000000001
1060,jean,shirt,0.612
1061,jean,washing,0.46799999999999997
1062,jellyfish,punk,0.492
1063,jellyfish,texture,0.3145050505050505
1064,joke,message,0.35972390570707075
1065,journal,writing,0.5024720245959596
1066,judgment,sense,0.7201189355168884
1067,jump,stitch,0.45199999999999996
1068,jump,uniform,0.37037931035054994
1069,jury,school,0.616
1070,justice,official,0.6237707267144319
1071,juvenile,rope,0.7610027782368821
1072,key,misty,0.46399999999999997
1073,key,motor,0.348
1074,keyboard,soldier,0.6332020202020201
1075,kidnapped,shanghai,0.38704380757420676
1076,kill,sacrifice,0.6297189940631256
1077,kill,shot,0.6779840848687917
1078,kind,soft,0.7659150460593653
1079,kiss,rusty,0.29301010101010105
1080,kitchen,sleep,0.5479999999999999
1081,kitchen,stair,0.42800000000000005
1082,kitchen,washing,0.5180532598484848
1083,kitten,kitty,0.4521395775757576
1084,knock,tap,0.33643348702020204
1085,lad,wizard,0.666815830717334
1086,lady,sexy,0.492
1087,lake,scenery,0.564
1088,lake,town,0.6741027668181818
1089,lamb,lantern,0.5635983645959597
1090,lamb,number,0.3854401154545455
1091,lamb,snow,0.6234401154545455
1092,landscape,mountain,0.616
1093,landscape,stadium,0.5058451178282828
1094,lantern,oak,0.5880000000000001
1095,lapse,suspension,0.7763009211873081
1096,last,last,0.546
1097,last,senior,0.5389999999999999
1098,laundering,machine,0.34260509218805246
1099,law,mosaic,0.3710638868583998
1100,lawn,sleep,0.43200000000000005
1101,layer,region,0.5075537589393939
1102,leaf,nature,0.3781873690389518
1103,lean,rest,0.704
1104,leap,second,0.49799999999999994
1105,learned,learned,0.8400000000000001
1106,leather,pouch,0.484
1107,leather,sunshine,0.512
1108,leave,pass,0.39
1109,left,morning,0.42800000000000005
1110,left,walk,0.26
1111,lego,rodent,0.3123554376386513
1112,lever,machine,0.5528993397474747
1113,lever,open,0.4701389740912706
1114,licking,marble,0.42399999999999993
1115,licking,pier,0.324
1116,licking,puppy,0.66
1117,licking,rusty,0.23600000000000004
1118,licking,sitting,0.30799999999999994
1119,lie,line,0.35879210282828283
1120,lie,sun,0.6072323232323231
1121,light,shadow,0.5733440331818181
1122,light,sleep,0.5
1123,light,sunlight,0.7280000000000001
1124,lighthouse,wall,0.358
1125,lighting,man,0.21200000000000002
1126,lighting,stone,0.49556517555555557
1127,lily,plant,0.768
1128,lily,purple,0.5439999999999999
1129,lily,tulip,0.476
1130,limb,limb,0.5171101490909091
1131,line,street,0.40368028106060605
1132,lion,square,0.49016249449494953
1133,list,position,0.29086719491160323
1134,list,post,0.2176970317297851
1135,list,shopping,0.4316970317297851
1136,listing,organization,0.33569703172978504
1137,live,stitch,0.32364790174002045
1138,location,space,0.3177274002223359
1139,lock,mannequin,0.5704655172484021
1140,looking,sightseeing,0.7206
1141,loss,reducing,0.7321985520266637
1142,love,romance,0.6798792221084954
1143,lower,sustain,0.6100170033838384
1144,lunch,morning,0.5039999999999999
1145,lunch,sunny,0.504
1146,machine,pond,0.26
1147,machine,sketch,0.42317816094234295
1148,machine,washing,0.496
1149,magnitude,size,0.4448600288383838
1150,magnolia,maple,0.4805252525252525
1151,maker,manufacturer,0.19575757575757574
1152,makeup,people,0.24800000000000005
1153,male,man,0.7
1154,manufacture,up,0.38414176244586473
1155,map,sewing,0.4840487084343434
1156,map,video,0.5118137901010101
1157,maple,oak,0.6335858585858586
1158,marble,postcard,0.49334217504942607
1159,marble,sing,0.42400000000000004
1160,market,shop,0.64165
1161,market,sweeten,0.54965
1162,mars,water,0.6315424769703173
1163,mask,roof,0.42800000000000005
1164,match,matchstick,0.45679631525076764
1165,match,play,0.45679631525076764
1166,matter,text,0.47679970350108036
1167,mayor,villa,0.4565027722272882
1168,meal,rice,0.5722791552020202
1169,means,tool,0.6394094179255193
1170,measure,twist,0.5334013833838384
1171,meat,moon,0.32775757575757575
1172,meat,potato,0.4607834870202021
1173,meat,soup,0.652
1174,medium,organization,0.5916
1175,melody,music,0.5584080459630524
1176,memorial,rope,0.488
1177,memory,operation,0.37527676752111694
1178,metro,rail,0.628
1179,metro,train,0.7360000000000001
1180,military,reflection,0.368
1181,military,wasp,0.47109533472164616
1182,mill,wild,0.42799999999999994
1183,mill,windmill,0.43200000000000005
1184,miniature,paint,0.7127545639307546
1185,miniature,painting,0.6267139959557512
1186,minister,work,0.34386195287878785
1187,mirror,raspberry,0.6599999999999999
1188,mist,sky,0.712
1189,mist,sunny,0.6759999999999999
1190,misty,sky,0.688
1191,misty,snow,0.592
1192,misty,sunny,0.5479999999999999
1193,misty,sunrise,0.648
1194,misty,sunshine,0.6
1195,model,toe,0.43158620689030913
1196,mole,spy,0.634950021969697
1197,moment,thief,0.4466
1198,money,pile,0.6052405322415557
1199,money,quota,0.4783557362947829
1200,monster,rock,0.53
1201,month,year,0.4886259132501999
1202,moon,mushroom,0.7651155718031352
1203,morning,sunrise,0.648
1204,morning,sunshine,0.6319999999999999
1205,mortal,mother,0.5746200466161616
1206,moss,plant,0.782940170959596
1207,mother,mother,0.6839877175025588
1208,mother,mother-in-law,0.6799877175025589
1209,mother,pregnant,0.86
1210,mother,yeast,0.744
1211,motion,step,0.614350021969697
1212,motto,volunteer,0.42938316500000007
1213,mouth,tongue,0.6623293807575757
1214,move,shifting,0.429
1215,move,spread,0.4013999999999999
1216,move,swell,0.23735
1217,mozart,wagner,0.6639087911123128
1218,museum,swim,0.5216389986868688
1219,music,musician,0.8
1220,music,print,0.4923152357523547
1221,music,track,0.526
1222,musical,solo,0.5107101490909092
1223,nail,rusty,0.392
1224,nation,spanish,0.6415281473899693
1225,native,rhodes,0.6835708222795664
1226,necklace,snow,0.6564637681313131
1227,nest,wasp,0.7
1228,noodle,pigeon,0.561002778236882
1229,novel,story,0.7439265451781892
1230,nude,painting,0.5219553752546513
1231,nurse,nurse,0.6142447136332903
1232,nut,sunflower,0.392
1233,observation,radio,0.48231456693887775
1234,observe,violating,0.25503534483038237
1235,obvious,plain,0.76
1236,obvious,room,0.7
1237,occasion,second,0.4779999999999999
1238,occupation,place,0.3599569023737374
1239,ocean,pacific,0.6545583103535353
1240,ocean,underwater,0.6525583103535354
1241,ocean,water,0.6655583103535354
1242,old,race,0.392
1243,old,seat,0.4518268398484849
1244,operation,operation,0.41494802555141996
1245,opinion,sentiment,0.42336363636363633
1246,orange,peel,0.528
1247,orange,raspberry,0.708
1248,orange,shop,0.736
1249,origami,stadium,0.45784511782828285
1250,origin,root,0.6563489439898991
1251,out,sent,0.31339999999999996
1252,outdoor,pool,0.624
1253,outdoor,swimming,0.8640000000000001
1254,outfit,sign,0.33601228249744114
1255,outfit,sock,0.516
1256,overflow,sewer,0.6487308085977481
1257,pain,suffering,0.618
1258,paint,picture,0.61991144
1259,paint,portrait,0.6479999999999999
1260,painting,sculpture,0.656
1261,palace,ruin,0.492
1262,panorama,scenery,0.6039999999999999
1263,panorama,view,0.307010101010101
1264,panorama,zoo,0.31745547594677587
1265,paper,railway,0.6119999999999999
1266,paper,vine,0.41400000000000003
1267,papers,security,0.4360957005050505
1268,park,parking,0.5978451178282829
1269,part,relation,0.5336971788383839
1270,party,seat,0.42266666666666663
1271,pass,ticket,0.390105222326334
1272,pass,topping,0.4272
1273,passage,quotation,0.5776392572773827
1274,passing,passing,0.43200000000000005
1275,path,star,0.44836642784032754
1276,patio,sleep,0.4680000000000001
1277,patio,stair,0.52
1278,patio,staircase,0.5
1279,patio,woman,0.44400000000000006
1280,pavilion,terrace,0.628
1281,paw,theatre,0.23600000000000004
1282,peel,skin,0.6164004488985556
1283,pennsylvania,writer,0.38239999999999996
1284,people,wounded,0.5672020202020202
1285,pepper,potato,0.556
1286,pepper,tomato,0.5800000000000001
1287,person,tiger,0.3505875127942682
1288,personnel,police,0.3210513833838384
1289,persuasion,weapon,0.5484722969268705
1290,petal,shade,0.688
1291,photo,photography,0.7839999999999999
1292,photograph,still,0.6147136363636363
1293,photographer,portrait,0.764
1294,photographer,wedding,0.44029885059933604
1295,piano,wolf,0.5527777778062739
1296,pigeon,round,0.6070747185261003
1297,pillow,stone,0.6435651755555556
1298,pink,skirt,0.6359999999999999
1299,pink,white,0.6679999999999999
1300,place,place,0.38748075088960227
1301,place,siphon,0.42812384851586494
1302,plain,report,0.40833248332811223
1303,plant,seed,0.4683324150505051
1304,plant,skate,0.32599999999999996
1305,play,rail,0.3569403122222222
1306,play,sign,0.31294031222222224
1307,play,thousand,0.3569403122222222
1308,player,slave,0.4809430538755001
1309,pledge,promise,0.57205
1310,plot,strategy,0.7697704386630377
1311,point,second,0.39698989898989895
1312,point,spot,0.3904150596969697
1313,point,tennis,0.4760032050287936
1314,point,trouble,0.6504795783838384
1315,poll,poll,0.5114480436490296
1316,pond,water,0.8520000000000001
1317,poodle,puppy,0.8240000000000001
1318,poodle,terrier,0.7560000000000001
1319,pool,relax,0.6319999999999999
1320,porch,roof,0.6359999999999999
1321,porch,scooter,0.476
1322,porch,staircase,0.48
1323,portrait,underground,0.29600000000000004
1324,potato,rice,0.6319999999999999
1325,president,president,0.3203843312169288
1326,price,price,0.5344299385875128
1327,principle,principle,0.4591706631313131
1328,privilege,rich,0.6274
1329,production,production,0.2983875362457223
1330,profiling,racism,0.31835005117707266
1331,protection,roof,0.5960000000000001
1332,protest,tile,0.40499999999999997
1333,publish,show,0.53965
1334,pug,puppy,0.784
1335,punk,vinyl,0.284
1336,puppy,skyline,0.5800000000000001
1337,purple,violet,0.732
1338,pyramid,speculation,0.8244655172484021
1339,quality,romance,0.576
1340,queen,queen,0.4459314227226203
1341,race,racing,0.5702088024564994
1342,race,square,0.386
1343,radical,role,0.3163793103505499
1344,rail,train,0.828
1345,railroad,underground,0.556
1346,railway,station,0.672
1347,rain,wet,0.5512
1348,raise,shoulders,0.40093359101010095
1349,raising,upbringing,0.584
1350,raspberry,sweet,0.6773049645454545
1351,read,reading,0.40800000000000003
1352,rebel,soldier,0.6652020202020201
1353,rebel,young,0.42344011545454546
1354,recognize,succeed,0.6526500000000001
1355,record,score,0.6199999999999999
1356,record,write,0.6447853315656566
1357,red,shade,0.512
1358,red,stripe,0.496
1359,redhead,rusty,0.248
1360,relax,sitting,0.35259999999999997
1361,relief,total,0.5980000000000001
1362,religion,remedy,0.3384219926262626
1363,religion,trinity,0.48098737964491384
1364,report,study,0.7218971533333334
1365,reptile,vacation,0.6300387931153482
1366,reservation,reservation,0.5806724667349028
1367,resistance,resistance,0.6948409146943012
1368,reverse,reverse,0.7404972290404039
1369,rice,yellow,0.6759999999999999
1370,ripple,shadow,0.6693440331818181
1371,ripple,wave,0.20525375383006111
1372,river,valley,0.708
1373,river,waterfall,0.6839999999999999
1374,robbery,rolling,0.46716949929137846
1375,rod,rod,0.7853080761502435
1376,role,title,0.42104615383222815
1377,rolling,sound,0.35000000000000003
1378,room,sitting,0.544
1379,root,stem,0.692
1380,rope,shore,0.712
1381,rose,rose,0.6100000000000001
1382,round,shape,0.45999999999999996
1383,row,terrace,0.694098605109962
1384,rub,wipe,0.7907801827777777
1385,ruin,stone,0.4755651755555556
1386,ruin,town,0.4640000000000001
1387,running,sprint,0.683171603444889
1388,rusty,shade,0.532
1389,rusty,stand,0.4406183574747475
1390,saddle,soap,0.4248300921187308
1391,sail,sheet,0.2612408139393939
1392,sailing,sunk,0.536
1393,sake,shade,0.42400000000000004
1394,satellite,solar,0.6078103448398112
1395,scenery,trail,0.656
1396,school,welsh,0.48003582836938435
1397,sea,shore,0.5402088024564995
1398,sea,submarine,0.6502088024564996
1399,sea,water,0.7742088024564995
1400,season,winter,0.7373366976905025
1401,seize,take,0.5494
1402,series,string,0.3015138178096213
1403,sex,sex,0.40580311529031354
1404,sexy,smile,0.43599999999999994
1405,shade,tree,0.608
1406,shade,whale,0.404
1407,shadow,sunlight,0.6039999999999999
1408,shape,square,0.3786060606060606
1409,sheet,sheet,0.3210366802305741
1410,shining,work,0.34386195287878785
1411,ship,spouse,0.6642561244571106
1412,shirt,tiger,0.5623398157625383
1413,shopping,store,0.5456389986868687
1414,shore,swim,0.5799999999999998
1415,shore,town,0.47434186284544533
1416,shore,valley,0.45999999999999996
1417,short,trading,0.4365082491414142
1418,sight,vision,0.5720018365656566
1419,sign,sign,0.27201228249744114
1420,silence,still,0.6974288337878788
1421,single,sole,0.44157707510101013
1422,sitting,sleep,0.4960000000000001
1423,situation,things,0.557
1424,skate,vehicle,0.576
1425,skating,sticker,0.156
1426,skin,skin,0.3776202661207778
1427,sky,sunlight,0.792
1428,skyline,view,0.40101010101010104
1429,slash,stroke,0.5632016376663256
1430,slave,worker,0.5816876457070708
1431,sleeping,waking,0.58
1432,small,valley,0.5279999999999999
1433,small,village,0.5268362069016238
1434,smile,time,0.48249451030303037
1435,smile,view,0.301010101010101
1436,smile,walk,0.33499999999999996
1437,smoking,sunny,0.604
1438,snap,touch,0.3646
1439,sock,stocking,0.35878499397920843
1440,solstice,summer,0.3398628454452405
1441,song,vocal,0.7032796162938095
1442,speech,word,0.2215281473899693
1443,spin,sweat,0.4502323232323232
1444,spiral,staircase,0.5599999999999999
1445,spread,spread,0.6684
1446,square,town,0.6759999999999999
1447,stamp,weave,0.5026270431818182
1448,stand,tear,0.284
1449,stand,walk,0.529
1450,star,star,0.4986366427840327
1451,star,storm,0.6321349123358984
1452,steel,wing,0.5739742582095705
1453,step,travel,0.37466139656565656
1454,step,walk,0.5289999999999999
1455,step,wind,0.4911453536363637
1456,sticker,track,0.49818620689030907
1457,stock,stock,0.6039111401603657
1458,storm,thunderstorm,0.62359732083796
1459,straight,stretch,0.8099999999999999
1460,strains,trouble,0.44671852610030705
1461,stream,waterfall,0.504
1462,stripe,train,0.5519999999999999
1463,stripe,violet,0.696
1464,subway,underground,0.556
1465,subway,valentine,0.6519999999999999
1466,sun,sun,0.74
1467,sun,sunburst,0.8360000000000001
1468,sun,sunlight,0.728
1469,sun,sunshine,0.724
1470,sunlight,thriller,0.859
1471,sunny,weather,0.6517239057070707
1472,sunny,wet,0.508
1473,sunshine,weather,0.6440000000000001
1474,support,trace,0.66395
1475,surface,territory,0.31683487045454545
1476,surfer,wave,0.20525375383006111
1477,tall,wool,0.492
1478,tenure,term,0.606010440122825
1479,thing,thing,0.3684
1480,ticket,writing,0.6040720245959597
1481,tops,tops,0.6772
1482,touch,upset,0.7529176379292929
1483,tour,travel,0.37466139656565656
1484,traffic,traffic,0.6
1485,train,train,0.6519999999999999
1486,travel,travel,0.4516613965656565
1487,travel,wandering,0.5224
1488,tunnel,underground,0.556
1489,type,write,0.5600479578282828
1490,valley,village,0.7
1491,van,vine,0.438
1492,violet,white,0.712
1493,violet,yellow,0.696
1494,washer,worker,0.5958707070707071
1495,water,water,0.7431999999999999
1496,ways,ways,0.64
1497,weather,winter,0.7435258620844418
1498,wednesday,weekday,0.6462758620731273
1499,word,word,0.2215281473899693
